fid,X,Y,6year,10year,30year,100year,1000year
17,317776.2992,171679.1407,19.3,23,31.6,42.1,72.9
17,312262.5089,168421.273,19.3,23,31.6,42.1,72.9
1,434190.8244,279935.8295,19.3,23,31.6,42.1,72.9
2,329714.2577,190194.446,19.3,23,31.6,42.1,72.9
3,327373.3439,200989.4333,19.3,23,31.6,42.1,72.9
4,336399.9937,196325.916,19.3,23,31.6,42.1,72.9
5,343316.2514,203587.2747,19.3,23,31.6,42.1,72.9
6,290793.4222,250911.337,19.3,23,31.6,42.1,72.9
7,309142.6246,270030.1848,19.3,23,31.6,42.1,72.9
8,291720.2142,269161.7218,19.3,23,31.6,42.1,72.9
9,343360.6802,189787.6349,19.3,23,31.6,42.1,72.9
10,291990.7814,184274.2816,19.3,23,31.6,42.1,72.9
11,282232.0354,189597.8697,19.3,23,31.6,42.1,72.9
12,285529.9726,206789.2141,19.3,23,31.6,42.1,72.9
13,270122.4351,201108.6936,19.3,23,31.6,42.1,72.9
14,309920.177,223563.1065,19.3,23,31.6,42.1,72.9
15,318882.2091,195519.0697,19.3,23,31.6,42.1,72.9
16,303774.6683,200159.3847,19.3,23,31.6,42.1,72.9
17,305354.4415,175204.4526,19.3,23,31.6,42.1,72.9
18,356762.7134,224655.6822,19.3,23,31.6,42.1,72.9
19,334866.6476,242872.6248,19.3,23,31.6,42.1,72.9
20,363525.3053,250193.7891,19.3,23,31.6,42.1,72.9
21,296137.2276,294075.2921,19.3,23,31.6,42.1,72.9
22,360165.308,203849.6719,19.3,23,31.6,42.1,72.9
23,353348.2914,203765.1319,19.3,23,31.6,42.1,72.9
24,338039.8302,225513.0136,19.3,23,31.6,42.1,72.9
25,313236.565,232310.9933,19.3,23,31.6,42.1,72.9
26,303818.3671,248771.8766,19.3,23,31.6,42.1,72.9
27,312093.4597,253973.3819,19.3,23,31.6,42.1,72.9
28,353622.3053,249704.9343,19.3,23,31.6,42.1,72.9
29,333966.6771,264496.3501,19.3,23,31.6,42.1,72.9
30,333322.9256,255574.0058,19.3,23,31.6,42.1,72.9
31,311322.9846,243444.5605,19.3,23,31.6,42.1,72.9
32,507169.9412,131743.0249,19.3,23,31.6,42.1,72.9
33,494036.3559,104811.44,19.3,23,31.6,42.1,72.9
34,487759.3113,108882.6493,19.3,23,31.6,42.1,72.9
35,466397.3075,109646.7328,19.3,23,31.6,42.1,72.9
36,508237.4736,103202.0319,19.3,23,31.6,42.1,72.9
37,504268.5387,110604.9672,19.3,23,31.6,42.1,72.9
38,485916.8215,123120.4754,19.3,23,31.6,42.1,72.9
39,398377.3024,111862.3438,19.3,23,31.6,42.1,72.9
40,421833.5074,145937.194,19.3,23,31.6,42.1,72.9
41,412844.879,116094.8189,19.3,23,31.6,42.1,72.9
42,407909.5472,96500.94657,19.3,23,31.6,42.1,72.9
43,407107.4799,107433.9372,19.3,23,31.6,42.1,72.9
44,387067.085,108759.2895,19.3,23,31.6,42.1,72.9
45,370584.4994,109754.5796,19.3,23,31.6,42.1,72.9
46,400060.4769,92728.78827,19.3,23,31.6,42.1,72.9
47,379553.9374,96535.00387,19.3,23,31.6,42.1,72.9
48,370735.7841,92009.97274,19.3,23,31.6,42.1,72.9
49,413311.1637,152165.0579,19.3,23,31.6,42.1,72.9
50,397307.5681,141955.4445,19.3,23,31.6,42.1,72.9
51,395970.0913,129679.2294,19.3,23,31.6,42.1,72.9
52,377482.0185,126584.0591,19.3,23,31.6,42.1,72.9
53,431779.909,131649.5636,19.3,23,31.6,42.1,72.9
54,432029.6375,147615.3647,19.3,23,31.6,42.1,72.9
55,449584.9658,140480.8568,19.3,23,31.6,42.1,72.9
56,453031.7906,128437.355,19.3,23,31.6,42.1,72.9
57,435026.8065,114734.7723,19.3,23,31.6,42.1,72.9
58,427119.7907,119196.2228,19.3,23,31.6,42.1,72.9
59,427654.4486,103736.8263,19.3,23,31.6,42.1,72.9
60,424763.1133,96011.11648,19.3,23,31.6,42.1,72.9
61,440942.8027,142993.1059,19.3,23,31.6,42.1,72.9
62,437942.4745,155337.4995,19.3,23,31.6,42.1,72.9
63,451836.8108,150333.0362,19.3,23,31.6,42.1,72.9
64,446381.9159,91676.80845,19.3,23,31.6,42.1,72.9
65,264794.2225,56045.2755,19.3,23,31.6,42.1,72.9
66,257272.4302,53647.61097,19.3,23,31.6,42.1,72.9
67,254735.1827,62264.11083,19.3,23,31.6,42.1,72.9
68,246483.856,59973.68286,19.3,23,31.6,42.1,72.9
69,273792.6027,67195.20131,19.3,23,31.6,42.1,72.9
70,277154.8377,43636.57671,19.3,23,31.6,42.1,72.9
71,272303.9343,53878.1113,19.3,23,31.6,42.1,72.9
72,224740.6576,81497.40184,19.3,23,31.6,42.1,72.9
73,236903.4191,90615.08188,19.3,23,31.6,42.1,72.9
74,246506.7721,88441.79528,19.3,23,31.6,42.1,72.9
75,223950.128,90902.38673,19.3,23,31.6,42.1,72.9
76,251579.4461,75668.4585,19.3,23,31.6,42.1,72.9
77,240743.2195,72890.78284,19.3,23,31.6,42.1,72.9
78,235486.3394,81330.7564,19.3,23,31.6,42.1,72.9
79,312590.7835,99181.74507,19.3,23,31.6,42.1,72.9
80,301392.1049,92228.29726,19.3,23,31.6,42.1,72.9
81,290999.0304,91671.25178,19.3,23,31.6,42.1,72.9
82,281875.0845,100807.2626,19.3,23,31.6,42.1,72.9
83,367833.5491,81916.07117,19.3,23,31.6,42.1,72.9
84,337333.2955,95190.27853,19.3,23,31.6,42.1,72.9
85,329042.2614,101968.58,19.3,23,31.6,42.1,72.9
86,315696.4295,90132.65287,19.3,23,31.6,42.1,72.9
87,291598.1147,134678.4338,19.3,23,31.6,42.1,72.9
88,293488.532,81934.24101,19.3,23,31.6,42.1,72.9
89,279406.5602,81110.93309,19.3,23,31.6,42.1,72.9
90,288859.2299,60503.90962,19.3,23,31.6,42.1,72.9
91,294400.0373,116337.9651,19.3,23,31.6,42.1,72.9
92,306797.8231,109775.4234,19.3,23,31.6,42.1,72.9
93,282102.3298,134777.3644,19.3,23,31.6,42.1,72.9
94,573979.2111,173671.8241,19.3,23,31.6,42.1,72.9
95,573922.27,158887.4213,19.3,23,31.6,42.1,72.9
96,578577.4844,140838.9555,19.3,23,31.6,42.1,72.9
97,561462.88,148234.4233,19.3,23,31.6,42.1,72.9
98,411501.6105,193958.0325,19.3,23,31.6,42.1,72.9
99,421134.9561,187667.1574,19.3,23,31.6,42.1,72.9
100,399143.9124,195749.28,19.3,23,31.6,42.1,72.9
101,400738.2437,207619.0916,19.3,23,31.6,42.1,72.9
102,617099.3838,136517.3137,19.3,23,31.6,42.1,72.9
103,579925.1786,125657.6451,19.3,23,31.6,42.1,72.9
104,563451.1655,109450.7713,19.3,23,31.6,42.1,72.9
105,541951.7658,119592.0035,19.3,23,31.6,42.1,72.9
106,541638.8008,146976.0341,19.3,23,31.6,42.1,72.9
107,548403.9511,135943.0507,19.3,23,31.6,42.1,72.9
108,601422.3039,163969.138,19.3,23,31.6,42.1,72.9
109,613713.4209,150975.8328,19.3,23,31.6,42.1,72.9
110,448082.0977,209424.6854,19.3,23,31.6,42.1,72.9
111,453642.3241,209232.0709,19.3,23,31.6,42.1,72.9
112,460965.1201,219930.4982,19.3,23,31.6,42.1,72.9
113,448486.4781,226602.7627,19.3,23,31.6,42.1,72.9
114,438127.8086,168304.7618,19.3,23,31.6,42.1,72.9
115,438469.9789,177851.7889,19.3,23,31.6,42.1,72.9
116,417893.2986,172613.139,19.3,23,31.6,42.1,72.9
117,427616.9847,164578.0787,19.3,23,31.6,42.1,72.9
118,440383.4771,237655.4989,19.3,23,31.6,42.1,72.9
119,449781.9901,246936.4438,19.3,23,31.6,42.1,72.9
120,409725.6777,210746.4934,19.3,23,31.6,42.1,72.9
121,432725.4133,222938.4047,19.3,23,31.6,42.1,72.9
122,442563.7614,205616.3619,19.3,23,31.6,42.1,72.9
123,425433.2509,204847.6907,19.3,23,31.6,42.1,72.9
124,419627.4226,219258.1534,19.3,23,31.6,42.1,72.9
125,522729.7295,114662.11,19.3,23,31.6,42.1,72.9
126,563552.251,318807.8606,19.3,23,31.6,42.1,72.9
127,536497.0653,291156.5795,19.3,23,31.6,42.1,72.9
128,561822.3371,300911.8227,19.3,23,31.6,42.1,72.9
129,484445.266,261987.4258,19.3,23,31.6,42.1,72.9
130,483352.1959,277761.5282,19.3,23,31.6,42.1,72.9
131,466007.7488,259762.454,19.3,23,31.6,42.1,72.9
132,473117.9724,270434.8263,19.3,23,31.6,42.1,72.9
133,536964.8038,268400.778,19.3,23,31.6,42.1,72.9
134,559881.9712,263004.6411,19.3,23,31.6,42.1,72.9
135,544820.8811,257133.5795,19.3,23,31.6,42.1,72.9
136,561434.2117,294233.9824,19.3,23,31.6,42.1,72.9
137,580057.6786,301284.3924,19.3,23,31.6,42.1,72.9
138,571479.7406,270562.799,19.3,23,31.6,42.1,72.9
139,573601.2621,285307.0757,19.3,23,31.6,42.1,72.9
140,490745.8442,379594.004,19.3,23,31.6,42.1,72.9
141,489103.7188,343371.1074,19.3,23,31.6,42.1,72.9
142,532360.0652,331474.519,19.3,23,31.6,42.1,72.9
143,507382.7005,323000.9855,19.3,23,31.6,42.1,72.9
144,513173.6444,364641.171,19.3,23,31.6,42.1,72.9
145,506703.1035,350856.3465,19.3,23,31.6,42.1,72.9
146,503435.6281,368842.5583,19.3,23,31.6,42.1,72.9
147,509418.6253,379732.1475,19.3,23,31.6,42.1,72.9
148,551452.4281,322988.3175,19.3,23,31.6,42.1,72.9
149,536697.668,312389.3403,19.3,23,31.6,42.1,72.9
150,511887.9054,291457.2447,19.3,23,31.6,42.1,72.9
151,518697.8216,310869.1305,19.3,23,31.6,42.1,72.9
152,481446.5243,295684.5204,19.3,23,31.6,42.1,72.9
153,491662.8507,309215.1946,19.3,23,31.6,42.1,72.9
154,537671.5868,323401.6888,19.3,23,31.6,42.1,72.9
155,634442.1815,303195.8781,19.3,23,31.6,42.1,72.9
156,626793.3065,283790.2401,19.3,23,31.6,42.1,72.9
157,621138.1178,325405.0976,19.3,23,31.6,42.1,72.9
158,632580.5563,326883.495,19.3,23,31.6,42.1,72.9
159,623999.8327,339531.4277,19.3,23,31.6,42.1,72.9
160,643819.3601,314993.7804,19.3,23,31.6,42.1,72.9
161,648923.1408,287700.8449,19.3,23,31.6,42.1,72.9
162,639008.7673,276789.1879,19.3,23,31.6,42.1,72.9
163,642721.3737,266135.9297,19.3,23,31.6,42.1,72.9
164,635749.6934,258827.4465,19.3,23,31.6,42.1,72.9
165,610411.9546,316683.3064,19.3,23,31.6,42.1,72.9
166,613373.3393,300840.0587,19.3,23,31.6,42.1,72.9
167,591888.7699,326662.1025,19.3,23,31.6,42.1,72.9
168,595275.5971,315920.0645,19.3,23,31.6,42.1,72.9
169,550532.5941,239468.5974,19.3,23,31.6,42.1,72.9
170,556689.0256,246812.6566,19.3,23,31.6,42.1,72.9
171,511856.2334,276517.8895,19.3,23,31.6,42.1,72.9
172,514282.289,261822.8648,19.3,23,31.6,42.1,72.9
173,599063.427,291123.2784,19.3,23,31.6,42.1,72.9
174,596197.3345,274208.0183,19.3,23,31.6,42.1,72.9
175,535010.7493,244461.2197,19.3,23,31.6,42.1,72.9
176,467886.1154,247812.886,19.3,23,31.6,42.1,72.9
177,469011.1933,233604.5969,19.3,23,31.6,42.1,72.9
178,576879.8933,335727.2517,19.3,23,31.6,42.1,72.9
179,596413.3284,336907.1453,19.3,23,31.6,42.1,72.9
180,499256.2221,250200.7049,19.3,23,31.6,42.1,72.9
181,515576.3498,236601.1072,19.3,23,31.6,42.1,72.9
182,483041.8689,239999.3067,19.3,23,31.6,42.1,72.9
183,492324.0073,230031.9355,19.3,23,31.6,42.1,72.9
184,534862.9243,197430.3381,19.3,23,31.6,42.1,72.9
185,541280.227,180815.2096,19.3,23,31.6,42.1,72.9
186,531232.3226,178808.1041,19.3,23,31.6,42.1,72.9
187,539205.5854,167253.424,19.3,23,31.6,42.1,72.9
188,551507.9599,186663.5998,19.3,23,31.6,42.1,72.9
189,551471.2506,164035.2119,19.3,23,31.6,42.1,72.9
190,502612.7164,206395.4991,19.3,23,31.6,42.1,72.9
191,551207.5048,202247.4311,19.3,23,31.6,42.1,72.9
192,519682.2518,187708.5655,19.3,23,31.6,42.1,72.9
193,518631.4988,165882.5169,19.3,23,31.6,42.1,72.9
194,537383.2117,227253.1271,19.3,23,31.6,42.1,72.9
195,522678.6728,174926.8109,19.3,23,31.6,42.1,72.9
196,529921.847,162290.5432,19.3,23,31.6,42.1,72.9
197,548811.9243,219521.7216,19.3,23,31.6,42.1,72.9
198,540974.5942,219513.1683,19.3,23,31.6,42.1,72.9
199,581425.3636,244467.912,19.3,23,31.6,42.1,72.9
200,597737.658,247834.4023,19.3,23,31.6,42.1,72.9
201,615405.2178,223125.4617,19.3,23,31.6,42.1,72.9
202,588166.1081,228255.8718,19.3,23,31.6,42.1,72.9
203,635311.3312,244135.2187,19.3,23,31.6,42.1,72.9
204,624258.6621,252506.7134,19.3,23,31.6,42.1,72.9
205,611064.9099,248620.6118,19.3,23,31.6,42.1,72.9
206,606409.3201,232546.1893,19.3,23,31.6,42.1,72.9
207,584737.1515,193126.5784,19.3,23,31.6,42.1,72.9
208,557911.3811,175732.0401,19.3,23,31.6,42.1,72.9
209,560559.8186,184860.1786,19.3,23,31.6,42.1,72.9
210,595982.9261,212977.856,19.3,23,31.6,42.1,72.9
211,568043.9443,211066.8294,19.3,23,31.6,42.1,72.9
212,576166.1391,224490.8107,19.3,23,31.6,42.1,72.9
213,482010.0374,136124.2666,19.3,23,31.6,42.1,72.9
214,473273.5993,139000.7624,19.3,23,31.6,42.1,72.9
215,518983.5555,205124.7465,19.3,23,31.6,42.1,72.9
216,508718.7787,212346.2667,19.3,23,31.6,42.1,72.9
217,497117.5505,201883.5547,19.3,23,31.6,42.1,72.9
218,512201.425,198820.4761,19.3,23,31.6,42.1,72.9
219,449382.6408,160628.4174,19.3,23,31.6,42.1,72.9
220,451429.9525,168228.5071,19.3,23,31.6,42.1,72.9
221,474801.8614,208372.5837,19.3,23,31.6,42.1,72.9
222,443037.0586,193421.9476,19.3,23,31.6,42.1,72.9
223,475760.9819,158263.6456,19.3,23,31.6,42.1,72.9
224,474492.3674,175616.1718,19.3,23,31.6,42.1,72.9
225,465039.5938,167184.6802,19.3,23,31.6,42.1,72.9
226,458691.5493,181355.3081,19.3,23,31.6,42.1,72.9
227,521976.2164,147720.0677,19.3,23,31.6,42.1,72.9
228,510369.1666,176981.6309,19.3,23,31.6,42.1,72.9
229,529555.0828,223645.211,19.3,23,31.6,42.1,72.9
230,519719.3025,219321.1475,19.3,23,31.6,42.1,72.9
231,517022.5617,216361.5187,19.3,23,31.6,42.1,72.9
232,505154.721,140060.4513,19.3,23,31.6,42.1,72.9
233,493070.1202,142939.3757,19.3,23,31.6,42.1,72.9
234,477309.9051,186582.3711,19.3,23,31.6,42.1,72.9
235,484521.0439,195170.3767,19.3,23,31.6,42.1,72.9
236,502213.7318,152497.3746,19.3,23,31.6,42.1,72.9
237,496662.4454,161985.5977,19.3,23,31.6,42.1,72.9
238,498977.0808,190668.2347,19.3,23,31.6,42.1,72.9
239,494057.3953,175163.7605,19.3,23,31.6,42.1,72.9
240,477266.8915,504542.0546,19.3,23,31.6,42.1,72.9
241,503886.095,488044.2905,19.3,23,31.6,42.1,72.9
242,502941.035,471022.5714,19.3,23,31.6,42.1,72.9
243,525050.9033,432201.7456,19.3,23,31.6,42.1,72.9
244,416540.4563,516101.6778,19.3,23,31.6,42.1,72.9
245,389439.4259,524831.6797,19.3,23,31.6,42.1,72.9
246,397563.1069,510556.0267,19.3,23,31.6,42.1,72.9
247,469408.5335,516744.9574,19.3,23,31.6,42.1,72.9
248,465298.7033,420276.7388,19.3,23,31.6,42.1,72.9
249,453849.3072,425670.281,19.3,23,31.6,42.1,72.9
250,459923.4303,433638.7939,19.3,23,31.6,42.1,72.9
251,514356.8149,440946.9996,19.3,23,31.6,42.1,72.9
252,500941.9373,450704.8566,19.3,23,31.6,42.1,72.9
253,488023.2386,434854.9657,19.3,23,31.6,42.1,72.9
254,370264.5035,589554.5865,19.3,23,31.6,42.1,72.9
255,431761.6414,548783.3494,19.3,23,31.6,42.1,72.9
256,404827.0051,535192.3658,19.3,23,31.6,42.1,72.9
257,390949.0417,556973.5287,19.3,23,31.6,42.1,72.9
258,374669.0456,555470.6742,19.3,23,31.6,42.1,72.9
259,387459.45,575912.1409,19.3,23,31.6,42.1,72.9
260,384263.2581,596017.2578,19.3,23,31.6,42.1,72.9
261,446329.5442,515264.582,19.3,23,31.6,42.1,72.9
262,435396.3485,509896.9073,19.3,23,31.6,42.1,72.9
263,453167.638,507611.6398,19.3,23,31.6,42.1,72.9
264,430889.4758,525989.6016,19.3,23,31.6,42.1,72.9
265,416450.0979,544534.8358,19.3,23,31.6,42.1,72.9
266,444465.6957,537397.3078,19.3,23,31.6,42.1,72.9
267,450427.2238,519863.4338,19.3,23,31.6,42.1,72.9
268,439261.1596,522652.044,19.3,23,31.6,42.1,72.9
269,412837.9806,448917.0519,19.3,23,31.6,42.1,72.9
270,436851.6398,478000.294,19.3,23,31.6,42.1,72.9
271,445532.5316,486702.8385,19.3,23,31.6,42.1,72.9
272,465109.5162,475966.7611,19.3,23,31.6,42.1,72.9
273,442418.628,472095.3994,19.3,23,31.6,42.1,72.9
274,434538.3738,465557.4754,19.3,23,31.6,42.1,72.9
275,479307.757,484180.4932,19.3,23,31.6,42.1,72.9
276,493275.8635,484380.3634,19.3,23,31.6,42.1,72.9
277,404208.1372,485350.6143,19.3,23,31.6,42.1,72.9
278,437594.3973,496629.9509,19.3,23,31.6,42.1,72.9
279,433079.525,486480.2586,19.3,23,31.6,42.1,72.9
280,405709.7899,460069.9142,19.3,23,31.6,42.1,72.9
281,473813.3573,492230.2063,19.3,23,31.6,42.1,72.9
282,466944.0523,492367.1113,19.3,23,31.6,42.1,72.9
283,458146.2038,489708.446,19.3,23,31.6,42.1,72.9
284,422821.4155,471673.7942,19.3,23,31.6,42.1,72.9
285,461244.8046,446388.1226,19.3,23,31.6,42.1,72.9
286,443073.7042,440925.8903,19.3,23,31.6,42.1,72.9
287,462936.1507,462757.0608,19.3,23,31.6,42.1,72.9
288,455292.9468,453893.4983,19.3,23,31.6,42.1,72.9
289,470715.3757,435702.426,19.3,23,31.6,42.1,72.9
290,474976.9664,462731.7073,19.3,23,31.6,42.1,72.9
291,480195.9084,449670.6453,19.3,23,31.6,42.1,72.9
292,451540.1761,440588.5618,19.3,23,31.6,42.1,72.9
293,424804.163,461165.8275,19.3,23,31.6,42.1,72.9
294,446248.2137,461571.584,19.3,23,31.6,42.1,72.9
295,452764.9165,469785.48,19.3,23,31.6,42.1,72.9
296,418827.941,452603.5003,19.3,23,31.6,42.1,72.9
297,409343.8957,442793.5404,19.3,23,31.6,42.1,72.9
298,413565.4348,420282.8529,19.3,23,31.6,42.1,72.9
299,434423.557,445509.9388,19.3,23,31.6,42.1,72.9
300,464549.1713,344770.5004,19.3,23,31.6,42.1,72.9
301,473182.4947,337015.3525,19.3,23,31.6,42.1,72.9
302,452254.8537,335502.6786,19.3,23,31.6,42.1,72.9
303,454624.2838,347687.4336,19.3,23,31.6,42.1,72.9
304,444770.24,395977.8067,19.3,23,31.6,42.1,72.9
305,435185.8454,406181.1465,19.3,23,31.6,42.1,72.9
306,428239.7772,393065.8349,19.3,23,31.6,42.1,72.9
307,440824.4713,375515.0484,19.3,23,31.6,42.1,72.9
308,475875.9035,316094.4915,19.3,23,31.6,42.1,72.9
309,457000.7785,297593.8158,19.3,23,31.6,42.1,72.9
310,423806.0142,320360.4943,19.3,23,31.6,42.1,72.9
311,411865.5688,346530.7054,19.3,23,31.6,42.1,72.9
312,446129.6684,345320.3007,19.3,23,31.6,42.1,72.9
313,452671.7494,317469.2763,19.3,23,31.6,42.1,72.9
314,436076.0976,326446.9743,19.3,23,31.6,42.1,72.9
315,434395.6471,342836.5413,19.3,23,31.6,42.1,72.9
316,485124.2001,415917.2111,19.3,23,31.6,42.1,72.9
317,480151.5831,411190.5875,19.3,23,31.6,42.1,72.9
318,487828.359,408204.3046,19.3,23,31.6,42.1,72.9
319,421936.5583,490004.4605,19.3,23,31.6,42.1,72.9
320,406738.8792,500965.0471,19.3,23,31.6,42.1,72.9
321,399713.6379,465810.694,19.3,23,31.6,42.1,72.9
322,390944.4573,475317.2411,19.3,23,31.6,42.1,72.9
323,461132.766,377662.6712,19.3,23,31.6,42.1,72.9
324,479203.9602,371802.8386,19.3,23,31.6,42.1,72.9
325,453903.0838,401400.686,19.3,23,31.6,42.1,72.9
326,450302.7877,409022.2643,19.3,23,31.6,42.1,72.9
327,464774.4753,411754.3497,19.3,23,31.6,42.1,72.9
328,465398.0436,400735.1963,19.3,23,31.6,42.1,72.9
329,490106.0245,397759.8835,19.3,23,31.6,42.1,72.9
330,482389.4698,397504.2782,19.3,23,31.6,42.1,72.9
331,515063.6392,412264.1406,19.3,23,31.6,42.1,72.9
332,527716.6194,395254.1511,19.3,23,31.6,42.1,72.9
333,540113.7918,391945.0648,19.3,23,31.6,42.1,72.9
334,539256.8182,381869.9159,19.3,23,31.6,42.1,72.9
335,403670.3742,291944.9127,19.3,23,31.6,42.1,72.9
336,412801.1381,282641.0279,19.3,23,31.6,42.1,72.9
337,490904.4166,420219.5366,19.3,23,31.6,42.1,72.9
338,502954.6814,400053.5485,19.3,23,31.6,42.1,72.9
339,545183.0494,349504.0402,19.3,23,31.6,42.1,72.9
340,536344.9494,344018.2967,19.3,23,31.6,42.1,72.9
341,516322.6462,337945.056,19.3,23,31.6,42.1,72.9
342,526595.0592,362147.6,19.3,23,31.6,42.1,72.9
343,550650.228,379962.2545,19.3,23,31.6,42.1,72.9
344,548890.8612,371351.2719,19.3,23,31.6,42.1,72.9
345,542964.5759,361874.2789,19.3,23,31.6,42.1,72.9
346,415918.278,309305.704,19.3,23,31.6,42.1,72.9
347,430235.2378,312636.1751,19.3,23,31.6,42.1,72.9
348,403786.1036,318506.0957,19.3,23,31.6,42.1,72.9
349,402917.9772,331999.8041,19.3,23,31.6,42.1,72.9
350,428849.3109,359048.6705,19.3,23,31.6,42.1,72.9
351,438686.1215,358472.9963,19.3,23,31.6,42.1,72.9
352,412895.6494,318136.7189,19.3,23,31.6,42.1,72.9
353,388994.6343,318480.6627,19.3,23,31.6,42.1,72.9
354,391103.9699,341830.9337,19.3,23,31.6,42.1,72.9
355,419434.5357,279045.8122,19.3,23,31.6,42.1,72.9
356,414718.061,370726.3169,19.3,23,31.6,42.1,72.9
357,419179.756,383187.0663,19.3,23,31.6,42.1,72.9
358,435606.5053,299892.2004,19.3,23,31.6,42.1,72.9
359,417775.1902,297976.9179,19.3,23,31.6,42.1,72.9
360,271541.0289,264354.4946,19.3,23,31.6,42.1,72.9
361,234116.4616,254514.0847,19.3,23,31.6,42.1,72.9
362,254881.8255,258676.0956,19.3,23,31.6,42.1,72.9
363,255872.8543,267436.6334,19.3,23,31.6,42.1,72.9
364,234638.7377,242617.338,19.3,23,31.6,42.1,72.9
365,243907.995,242815.1919,19.3,23,31.6,42.1,72.9
366,252387.06,246825.5977,19.3,23,31.6,42.1,72.9
367,263638.7864,252840.3007,19.3,23,31.6,42.1,72.9
368,282528.1032,305720.0001,19.3,23,31.6,42.1,72.9
369,262463.8938,298542.4389,19.3,23,31.6,42.1,72.9
370,265955.1617,306953.9364,19.3,23,31.6,42.1,72.9
371,261532.704,310795.5833,19.3,23,31.6,42.1,72.9
372,270743.6474,274562.9224,19.3,23,31.6,42.1,72.9
373,273845.9811,283105.5525,19.3,23,31.6,42.1,72.9
374,266296.3695,288892.2417,19.3,23,31.6,42.1,72.9
375,241424.9135,228706.7427,19.3,23,31.6,42.1,72.9
376,260956.0259,224929.4401,19.3,23,31.6,42.1,72.9
377,260091.5199,237644.5722,19.3,23,31.6,42.1,72.9
378,275575.0395,225099.6474,19.3,23,31.6,42.1,72.9
379,262388.1684,208512.7923,19.3,23,31.6,42.1,72.9
380,246553.2208,207946.2154,19.3,23,31.6,42.1,72.9
381,240899.7476,218353.875,19.3,23,31.6,42.1,72.9
382,247659.2068,221811.9075,19.3,23,31.6,42.1,72.9
383,201770.2874,219787.1277,19.3,23,31.6,42.1,72.9
384,184605.7312,229832.9863,19.3,23,31.6,42.1,72.9
385,220401.4612,244402.568,19.3,23,31.6,42.1,72.9
386,226524.0777,237947.1254,19.3,23,31.6,42.1,72.9
387,270975.9039,234447.3202,19.3,23,31.6,42.1,72.9
388,282660.2734,237383.5585,19.3,23,31.6,42.1,72.9
389,276815.1856,249907.0406,19.3,23,31.6,42.1,72.9
390,217741.4993,213931.337,19.3,23,31.6,42.1,72.9
391,382914.304,363725.7304,19.3,23,31.6,42.1,72.9
392,365254.0411,351651.9325,19.3,23,31.6,42.1,72.9
393,292535.3051,335248.0929,19.3,23,31.6,42.1,72.9
394,340109.4538,375299.6843,19.3,23,31.6,42.1,72.9
395,358092.8673,375742.7415,19.3,23,31.6,42.1,72.9
396,375478.2655,375189.7859,19.3,23,31.6,42.1,72.9
397,367791.8059,399031.5322,19.3,23,31.6,42.1,72.9
398,397283.8083,392028.5206,19.3,23,31.6,42.1,72.9
399,379630.3829,405885.2672,19.3,23,31.6,42.1,72.9
400,389141.4754,413793.4996,19.3,23,31.6,42.1,72.9
401,352229.8321,386573.4685,19.3,23,31.6,42.1,72.9
402,365723.3766,388312.1601,19.3,23,31.6,42.1,72.9
403,354216.8182,396111.8733,19.3,23,31.6,42.1,72.9
404,385134.4147,379350.2895,19.3,23,31.6,42.1,72.9
405,278285.654,357154.7166,19.3,23,31.6,42.1,72.9
406,287322.7162,377100.4325,19.3,23,31.6,42.1,72.9
407,303077.5147,364221.9482,19.3,23,31.6,42.1,72.9
408,314743.1457,377222.4439,19.3,23,31.6,42.1,72.9
409,274370.1198,323848.5985,19.3,23,31.6,42.1,72.9
410,261383.6429,327431.4964,19.3,23,31.6,42.1,72.9
411,270762.6209,340425.2241,19.3,23,31.6,42.1,72.9
412,246222.4604,361465.3524,19.3,23,31.6,42.1,72.9
413,346652.8447,342607.4526,19.3,23,31.6,42.1,72.9
414,319107.1704,343875.6905,19.3,23,31.6,42.1,72.9
415,320580.7706,335827.3012,19.3,23,31.6,42.1,72.9
416,297815.9196,348721.1772,19.3,23,31.6,42.1,72.9
417,338845.6962,363917.2947,19.3,23,31.6,42.1,72.9
418,325682.0334,358799.4086,19.3,23,31.6,42.1,72.9
419,341218.8641,352688.9879,19.3,23,31.6,42.1,72.9
420,333894.9483,345833.6461,19.3,23,31.6,42.1,72.9
421,354978.6835,484334.5415,19.3,23,31.6,42.1,72.9
422,349683.1696,497016.0799,19.3,23,31.6,42.1,72.9
423,340434.3191,482597.9102,19.3,23,31.6,42.1,72.9
424,362714.7736,482861.3697,19.3,23,31.6,42.1,72.9
425,372086.3805,490972.7272,19.3,23,31.6,42.1,72.9
426,362239.7001,503130.7284,19.3,23,31.6,42.1,72.9
427,350408.6864,470956.5317,19.3,23,31.6,42.1,72.9
428,320365.5148,524098.5265,19.3,23,31.6,42.1,72.9
429,320578.1748,547216.9237,19.3,23,31.6,42.1,72.9
430,336104.4416,558289.6379,19.3,23,31.6,42.1,72.9
431,344649.2156,558026.7169,19.3,23,31.6,42.1,72.9
432,335316.0919,499074.0584,19.3,23,31.6,42.1,72.9
433,318861.1263,491319.9939,19.3,23,31.6,42.1,72.9
434,307069.3425,514236.7307,19.3,23,31.6,42.1,72.9
435,298880.0796,517795.4803,19.3,23,31.6,42.1,72.9
436,350556.1303,428448.223,19.3,23,31.6,42.1,72.9
437,365689.4228,425411.1865,19.3,23,31.6,42.1,72.9
