fid,X,Y,6year,10year,30year,100year,1000year
80,301454.3702,81848.90905,34.8,39.4,50.8,65.4,106.7
83,367380.6468,80403.24237,34.8,39.4,50.8,65.4,106.7
89,286093.8179,71094.63323,34.8,39.4,50.8,65.4,106.7
90,291719.7986,65427.01914,34.8,39.4,50.8,65.4,106.7
90,288626.7139,61238.68347,34.8,39.4,50.8,65.4,106.7
67,248921.4414,57436.93461,34.8,39.4,50.8,65.4,106.7
491,202324.728,52796.19364,34.8,39.4,50.8,65.4,106.7
492,182083.4404,44949.47017,34.8,39.4,50.8,65.4,106.7
417,340417.5208,366541.3446,34.8,39.4,50.8,65.4,106.7
406,284775.0044,378929.4489,34.8,39.4,50.8,65.4,106.7
420,333892.6096,350926.1986,34.8,39.4,50.8,65.4,106.7
15,316367.177,210681.1755,34.8,39.4,50.8,65.4,106.7
16,305151.2487,207333.3185,34.8,39.4,50.8,65.4,106.7
384,189800.6343,205353.9821,34.8,39.4,50.8,65.4,106.7
16,299780.4744,202839.1162,34.8,39.4,50.8,65.4,106.7
380,251984.0325,200507.1332,34.8,39.4,50.8,65.4,106.7
3,328729.0123,200270.8553,34.8,39.4,50.8,65.4,106.7
12,274193.168,197321.6157,34.8,39.4,50.8,65.4,106.7
13,264964.0017,194740.7243,34.8,39.4,50.8,65.4,106.7
3,328978.344,195073.9531,34.8,39.4,50.8,65.4,106.7
16,308283.0332,189649.5249,34.8,39.4,50.8,65.4,106.7
11,276150.8531,189092.7485,34.8,39.4,50.8,65.4,106.7
2,332447.7219,187362.5012,34.8,39.4,50.8,65.4,106.7
15,315029.8307,187473.9594,34.8,39.4,50.8,65.4,106.7
10,291213.7776,179983.572,34.8,39.4,50.8,65.4,106.7
16,317335.2703,178632.335,34.8,39.4,50.8,65.4,106.7
17,317776.2992,171679.1407,34.8,39.4,50.8,65.4,106.7
17,312262.5089,168421.273,34.8,39.4,50.8,65.4,106.7
1,434190.8244,279935.8295,34.8,39.4,50.8,65.4,106.7
2,329714.2577,190194.446,34.8,39.4,50.8,65.4,106.7
3,327373.3439,200989.4333,34.8,39.4,50.8,65.4,106.7
4,336399.9937,196325.916,34.8,39.4,50.8,65.4,106.7
5,343316.2514,203587.2747,34.8,39.4,50.8,65.4,106.7
6,290793.4222,250911.337,34.8,39.4,50.8,65.4,106.7
7,309142.6246,270030.1848,34.8,39.4,50.8,65.4,106.7
8,291720.2142,269161.7218,34.8,39.4,50.8,65.4,106.7
9,343360.6802,189787.6349,34.8,39.4,50.8,65.4,106.7
10,291990.7814,184274.2816,34.8,39.4,50.8,65.4,106.7
11,282232.0354,189597.8697,34.8,39.4,50.8,65.4,106.7
12,285529.9726,206789.2141,34.8,39.4,50.8,65.4,106.7
13,270122.4351,201108.6936,34.8,39.4,50.8,65.4,106.7
14,309920.177,223563.1065,34.8,39.4,50.8,65.4,106.7
15,318882.2091,195519.0697,34.8,39.4,50.8,65.4,106.7
16,303774.6683,200159.3847,34.8,39.4,50.8,65.4,106.7
17,305354.4415,175204.4526,34.8,39.4,50.8,65.4,106.7
18,356762.7134,224655.6822,34.8,39.4,50.8,65.4,106.7
19,334866.6476,242872.6248,34.8,39.4,50.8,65.4,106.7
20,363525.3053,250193.7891,34.8,39.4,50.8,65.4,106.7
21,296137.2276,294075.2921,34.8,39.4,50.8,65.4,106.7
22,360165.308,203849.6719,34.8,39.4,50.8,65.4,106.7
23,353348.2914,203765.1319,34.8,39.4,50.8,65.4,106.7
24,338039.8302,225513.0136,34.8,39.4,50.8,65.4,106.7
25,313236.565,232310.9933,34.8,39.4,50.8,65.4,106.7
26,303818.3671,248771.8766,34.8,39.4,50.8,65.4,106.7
27,312093.4597,253973.3819,34.8,39.4,50.8,65.4,106.7
28,353622.3053,249704.9343,34.8,39.4,50.8,65.4,106.7
29,333966.6771,264496.3501,34.8,39.4,50.8,65.4,106.7
30,333322.9256,255574.0058,34.8,39.4,50.8,65.4,106.7
31,311322.9846,243444.5605,34.8,39.4,50.8,65.4,106.7
32,507169.9412,131743.0249,34.8,39.4,50.8,65.4,106.7
33,494036.3559,104811.44,34.8,39.4,50.8,65.4,106.7
34,487759.3113,108882.6493,34.8,39.4,50.8,65.4,106.7
35,466397.3075,109646.7328,34.8,39.4,50.8,65.4,106.7
36,508237.4736,103202.0319,34.8,39.4,50.8,65.4,106.7
37,504268.5387,110604.9672,34.8,39.4,50.8,65.4,106.7
38,485916.8215,123120.4754,34.8,39.4,50.8,65.4,106.7
39,398377.3024,111862.3438,34.8,39.4,50.8,65.4,106.7
40,421833.5074,145937.194,34.8,39.4,50.8,65.4,106.7
41,412844.879,116094.8189,34.8,39.4,50.8,65.4,106.7
42,407909.5472,96500.94657,34.8,39.4,50.8,65.4,106.7
43,407107.4799,107433.9372,34.8,39.4,50.8,65.4,106.7
44,387067.085,108759.2895,34.8,39.4,50.8,65.4,106.7
45,370584.4994,109754.5796,34.8,39.4,50.8,65.4,106.7
46,400060.4769,92728.78827,34.8,39.4,50.8,65.4,106.7
47,379553.9374,96535.00387,34.8,39.4,50.8,65.4,106.7
48,370735.7841,92009.97274,34.8,39.4,50.8,65.4,106.7
49,413311.1637,152165.0579,34.8,39.4,50.8,65.4,106.7
50,397307.5681,141955.4445,34.8,39.4,50.8,65.4,106.7
51,395970.0913,129679.2294,34.8,39.4,50.8,65.4,106.7
52,377482.0185,126584.0591,34.8,39.4,50.8,65.4,106.7
53,431779.909,131649.5636,34.8,39.4,50.8,65.4,106.7
54,432029.6375,147615.3647,34.8,39.4,50.8,65.4,106.7
55,449584.9658,140480.8568,34.8,39.4,50.8,65.4,106.7
56,453031.7906,128437.355,34.8,39.4,50.8,65.4,106.7
57,435026.8065,114734.7723,34.8,39.4,50.8,65.4,106.7
58,427119.7907,119196.2228,34.8,39.4,50.8,65.4,106.7
59,427654.4486,103736.8263,34.8,39.4,50.8,65.4,106.7
60,424763.1133,96011.11648,34.8,39.4,50.8,65.4,106.7
61,440942.8027,142993.1059,34.8,39.4,50.8,65.4,106.7
62,437942.4745,155337.4995,34.8,39.4,50.8,65.4,106.7
63,451836.8108,150333.0362,34.8,39.4,50.8,65.4,106.7
64,446381.9159,91676.80845,34.8,39.4,50.8,65.4,106.7
65,264794.2225,56045.2755,34.8,39.4,50.8,65.4,106.7
66,257272.4302,53647.61097,34.8,39.4,50.8,65.4,106.7
67,254735.1827,62264.11083,34.8,39.4,50.8,65.4,106.7
68,246483.856,59973.68286,34.8,39.4,50.8,65.4,106.7
69,273792.6027,67195.20131,34.8,39.4,50.8,65.4,106.7
70,277154.8377,43636.57671,34.8,39.4,50.8,65.4,106.7
71,272303.9343,53878.1113,34.8,39.4,50.8,65.4,106.7
72,224740.6576,81497.40184,34.8,39.4,50.8,65.4,106.7
73,236903.4191,90615.08188,34.8,39.4,50.8,65.4,106.7
74,246506.7721,88441.79528,34.8,39.4,50.8,65.4,106.7
75,223950.128,90902.38673,34.8,39.4,50.8,65.4,106.7
76,251579.4461,75668.4585,34.8,39.4,50.8,65.4,106.7
77,240743.2195,72890.78284,34.8,39.4,50.8,65.4,106.7
78,235486.3394,81330.7564,34.8,39.4,50.8,65.4,106.7
79,312590.7835,99181.74507,34.8,39.4,50.8,65.4,106.7
80,301392.1049,92228.29726,34.8,39.4,50.8,65.4,106.7
81,290999.0304,91671.25178,34.8,39.4,50.8,65.4,106.7
82,281875.0845,100807.2626,34.8,39.4,50.8,65.4,106.7
83,367833.5491,81916.07117,34.8,39.4,50.8,65.4,106.7
84,337333.2955,95190.27853,34.8,39.4,50.8,65.4,106.7
85,329042.2614,101968.58,34.8,39.4,50.8,65.4,106.7
86,315696.4295,90132.65287,34.8,39.4,50.8,65.4,106.7
87,291598.1147,134678.4338,34.8,39.4,50.8,65.4,106.7
88,293488.532,81934.24101,34.8,39.4,50.8,65.4,106.7
89,279406.5602,81110.93309,34.8,39.4,50.8,65.4,106.7
90,288859.2299,60503.90962,34.8,39.4,50.8,65.4,106.7
91,294400.0373,116337.9651,34.8,39.4,50.8,65.4,106.7
92,306797.8231,109775.4234,34.8,39.4,50.8,65.4,106.7
93,282102.3298,134777.3644,34.8,39.4,50.8,65.4,106.7
94,573979.2111,173671.8241,34.8,39.4,50.8,65.4,106.7
95,573922.27,158887.4213,34.8,39.4,50.8,65.4,106.7
96,578577.4844,140838.9555,34.8,39.4,50.8,65.4,106.7
97,561462.88,148234.4233,34.8,39.4,50.8,65.4,106.7
98,411501.6105,193958.0325,34.8,39.4,50.8,65.4,106.7
99,421134.9561,187667.1574,34.8,39.4,50.8,65.4,106.7
100,399143.9124,195749.28,34.8,39.4,50.8,65.4,106.7
101,400738.2437,207619.0916,34.8,39.4,50.8,65.4,106.7
102,617099.3838,136517.3137,34.8,39.4,50.8,65.4,106.7
103,579925.1786,125657.6451,34.8,39.4,50.8,65.4,106.7
104,563451.1655,109450.7713,34.8,39.4,50.8,65.4,106.7
105,541951.7658,119592.0035,34.8,39.4,50.8,65.4,106.7
106,541638.8008,146976.0341,34.8,39.4,50.8,65.4,106.7
107,548403.9511,135943.0507,34.8,39.4,50.8,65.4,106.7
108,601422.3039,163969.138,34.8,39.4,50.8,65.4,106.7
109,613713.4209,150975.8328,34.8,39.4,50.8,65.4,106.7
110,448082.0977,209424.6854,34.8,39.4,50.8,65.4,106.7
111,453642.3241,209232.0709,34.8,39.4,50.8,65.4,106.7
112,460965.1201,219930.4982,34.8,39.4,50.8,65.4,106.7
113,448486.4781,226602.7627,34.8,39.4,50.8,65.4,106.7
114,438127.8086,168304.7618,34.8,39.4,50.8,65.4,106.7
115,438469.9789,177851.7889,34.8,39.4,50.8,65.4,106.7
116,417893.2986,172613.139,34.8,39.4,50.8,65.4,106.7
117,427616.9847,164578.0787,34.8,39.4,50.8,65.4,106.7
118,440383.4771,237655.4989,34.8,39.4,50.8,65.4,106.7
119,449781.9901,246936.4438,34.8,39.4,50.8,65.4,106.7
120,409725.6777,210746.4934,34.8,39.4,50.8,65.4,106.7
121,432725.4133,222938.4047,34.8,39.4,50.8,65.4,106.7
122,442563.7614,205616.3619,34.8,39.4,50.8,65.4,106.7
123,425433.2509,204847.6907,34.8,39.4,50.8,65.4,106.7
124,419627.4226,219258.1534,34.8,39.4,50.8,65.4,106.7
125,522729.7295,114662.11,34.8,39.4,50.8,65.4,106.7
126,563552.251,318807.8606,34.8,39.4,50.8,65.4,106.7
127,536497.0653,291156.5795,34.8,39.4,50.8,65.4,106.7
128,561822.3371,300911.8227,34.8,39.4,50.8,65.4,106.7
129,484445.266,261987.4258,34.8,39.4,50.8,65.4,106.7
130,483352.1959,277761.5282,34.8,39.4,50.8,65.4,106.7
131,466007.7488,259762.454,34.8,39.4,50.8,65.4,106.7
132,473117.9724,270434.8263,34.8,39.4,50.8,65.4,106.7
133,536964.8038,268400.778,34.8,39.4,50.8,65.4,106.7
134,559881.9712,263004.6411,34.8,39.4,50.8,65.4,106.7
135,544820.8811,257133.5795,34.8,39.4,50.8,65.4,106.7
136,561434.2117,294233.9824,34.8,39.4,50.8,65.4,106.7
137,580057.6786,301284.3924,34.8,39.4,50.8,65.4,106.7
138,571479.7406,270562.799,34.8,39.4,50.8,65.4,106.7
139,573601.2621,285307.0757,34.8,39.4,50.8,65.4,106.7
140,490745.8442,379594.004,34.8,39.4,50.8,65.4,106.7
141,489103.7188,343371.1074,34.8,39.4,50.8,65.4,106.7
142,532360.0652,331474.519,34.8,39.4,50.8,65.4,106.7
143,507382.7005,323000.9855,34.8,39.4,50.8,65.4,106.7
144,513173.6444,364641.171,34.8,39.4,50.8,65.4,106.7
145,506703.1035,350856.3465,34.8,39.4,50.8,65.4,106.7
146,503435.6281,368842.5583,34.8,39.4,50.8,65.4,106.7
147,509418.6253,379732.1475,34.8,39.4,50.8,65.4,106.7
148,551452.4281,322988.3175,34.8,39.4,50.8,65.4,106.7
149,536697.668,312389.3403,34.8,39.4,50.8,65.4,106.7
150,511887.9054,291457.2447,34.8,39.4,50.8,65.4,106.7
151,518697.8216,310869.1305,34.8,39.4,50.8,65.4,106.7
152,481446.5243,295684.5204,34.8,39.4,50.8,65.4,106.7
153,491662.8507,309215.1946,34.8,39.4,50.8,65.4,106.7
154,537671.5868,323401.6888,34.8,39.4,50.8,65.4,106.7
155,634442.1815,303195.8781,34.8,39.4,50.8,65.4,106.7
156,626793.3065,283790.2401,34.8,39.4,50.8,65.4,106.7
157,621138.1178,325405.0976,34.8,39.4,50.8,65.4,106.7
158,632580.5563,326883.495,34.8,39.4,50.8,65.4,106.7
159,623999.8327,339531.4277,34.8,39.4,50.8,65.4,106.7
160,643819.3601,314993.7804,34.8,39.4,50.8,65.4,106.7
161,648923.1408,287700.8449,34.8,39.4,50.8,65.4,106.7
162,639008.7673,276789.1879,34.8,39.4,50.8,65.4,106.7
163,642721.3737,266135.9297,34.8,39.4,50.8,65.4,106.7
164,635749.6934,258827.4465,34.8,39.4,50.8,65.4,106.7
165,610411.9546,316683.3064,34.8,39.4,50.8,65.4,106.7
166,613373.3393,300840.0587,34.8,39.4,50.8,65.4,106.7
167,591888.7699,326662.1025,34.8,39.4,50.8,65.4,106.7
168,595275.5971,315920.0645,34.8,39.4,50.8,65.4,106.7
169,550532.5941,239468.5974,34.8,39.4,50.8,65.4,106.7
170,556689.0256,246812.6566,34.8,39.4,50.8,65.4,106.7
171,511856.2334,276517.8895,34.8,39.4,50.8,65.4,106.7
172,514282.289,261822.8648,34.8,39.4,50.8,65.4,106.7
173,599063.427,291123.2784,34.8,39.4,50.8,65.4,106.7
174,596197.3345,274208.0183,34.8,39.4,50.8,65.4,106.7
175,535010.7493,244461.2197,34.8,39.4,50.8,65.4,106.7
176,467886.1154,247812.886,34.8,39.4,50.8,65.4,106.7
177,469011.1933,233604.5969,34.8,39.4,50.8,65.4,106.7
178,576879.8933,335727.2517,34.8,39.4,50.8,65.4,106.7
179,596413.3284,336907.1453,34.8,39.4,50.8,65.4,106.7
180,499256.2221,250200.7049,34.8,39.4,50.8,65.4,106.7
181,515576.3498,236601.1072,34.8,39.4,50.8,65.4,106.7
182,483041.8689,239999.3067,34.8,39.4,50.8,65.4,106.7
183,492324.0073,230031.9355,34.8,39.4,50.8,65.4,106.7
184,534862.9243,197430.3381,34.8,39.4,50.8,65.4,106.7
185,541280.227,180815.2096,34.8,39.4,50.8,65.4,106.7
186,531232.3226,178808.1041,34.8,39.4,50.8,65.4,106.7
187,539205.5854,167253.424,34.8,39.4,50.8,65.4,106.7
188,551507.9599,186663.5998,34.8,39.4,50.8,65.4,106.7
189,551471.2506,164035.2119,34.8,39.4,50.8,65.4,106.7
190,502612.7164,206395.4991,34.8,39.4,50.8,65.4,106.7
191,551207.5048,202247.4311,34.8,39.4,50.8,65.4,106.7
192,519682.2518,187708.5655,34.8,39.4,50.8,65.4,106.7
193,518631.4988,165882.5169,34.8,39.4,50.8,65.4,106.7
194,537383.2117,227253.1271,34.8,39.4,50.8,65.4,106.7
195,522678.6728,174926.8109,34.8,39.4,50.8,65.4,106.7
196,529921.847,162290.5432,34.8,39.4,50.8,65.4,106.7
197,548811.9243,219521.7216,34.8,39.4,50.8,65.4,106.7
198,540974.5942,219513.1683,34.8,39.4,50.8,65.4,106.7
199,581425.3636,244467.912,34.8,39.4,50.8,65.4,106.7
200,597737.658,247834.4023,34.8,39.4,50.8,65.4,106.7
201,615405.2178,223125.4617,34.8,39.4,50.8,65.4,106.7
202,588166.1081,228255.8718,34.8,39.4,50.8,65.4,106.7
203,635311.3312,244135.2187,34.8,39.4,50.8,65.4,106.7
204,624258.6621,252506.7134,34.8,39.4,50.8,65.4,106.7
205,611064.9099,248620.6118,34.8,39.4,50.8,65.4,106.7
206,606409.3201,232546.1893,34.8,39.4,50.8,65.4,106.7
207,584737.1515,193126.5784,34.8,39.4,50.8,65.4,106.7
208,557911.3811,175732.0401,34.8,39.4,50.8,65.4,106.7
209,560559.8186,184860.1786,34.8,39.4,50.8,65.4,106.7
210,595982.9261,212977.856,34.8,39.4,50.8,65.4,106.7
211,568043.9443,211066.8294,34.8,39.4,50.8,65.4,106.7
212,576166.1391,224490.8107,34.8,39.4,50.8,65.4,106.7
213,482010.0374,136124.2666,34.8,39.4,50.8,65.4,106.7
214,473273.5993,139000.7624,34.8,39.4,50.8,65.4,106.7
215,518983.5555,205124.7465,34.8,39.4,50.8,65.4,106.7
216,508718.7787,212346.2667,34.8,39.4,50.8,65.4,106.7
217,497117.5505,201883.5547,34.8,39.4,50.8,65.4,106.7
218,512201.425,198820.4761,34.8,39.4,50.8,65.4,106.7
219,449382.6408,160628.4174,34.8,39.4,50.8,65.4,106.7
220,451429.9525,168228.5071,34.8,39.4,50.8,65.4,106.7
221,474801.8614,208372.5837,34.8,39.4,50.8,65.4,106.7
222,443037.0586,193421.9476,34.8,39.4,50.8,65.4,106.7
223,475760.9819,158263.6456,34.8,39.4,50.8,65.4,106.7
224,474492.3674,175616.1718,34.8,39.4,50.8,65.4,106.7
225,465039.5938,167184.6802,34.8,39.4,50.8,65.4,106.7
226,458691.5493,181355.3081,34.8,39.4,50.8,65.4,106.7
227,521976.2164,147720.0677,34.8,39.4,50.8,65.4,106.7
228,510369.1666,176981.6309,34.8,39.4,50.8,65.4,106.7
229,529555.0828,223645.211,34.8,39.4,50.8,65.4,106.7
230,519719.3025,219321.1475,34.8,39.4,50.8,65.4,106.7
231,517022.5617,216361.5187,34.8,39.4,50.8,65.4,106.7
232,505154.721,140060.4513,34.8,39.4,50.8,65.4,106.7
233,493070.1202,142939.3757,34.8,39.4,50.8,65.4,106.7
234,477309.9051,186582.3711,34.8,39.4,50.8,65.4,106.7
235,484521.0439,195170.3767,34.8,39.4,50.8,65.4,106.7
236,502213.7318,152497.3746,34.8,39.4,50.8,65.4,106.7
237,496662.4454,161985.5977,34.8,39.4,50.8,65.4,106.7
238,498977.0808,190668.2347,34.8,39.4,50.8,65.4,106.7
239,494057.3953,175163.7605,34.8,39.4,50.8,65.4,106.7
240,477266.8915,504542.0546,34.8,39.4,50.8,65.4,106.7
241,503886.095,488044.2905,34.8,39.4,50.8,65.4,106.7
242,502941.035,471022.5714,34.8,39.4,50.8,65.4,106.7
243,525050.9033,432201.7456,34.8,39.4,50.8,65.4,106.7
244,416540.4563,516101.6778,34.8,39.4,50.8,65.4,106.7
245,389439.4259,524831.6797,34.8,39.4,50.8,65.4,106.7
246,397563.1069,510556.0267,34.8,39.4,50.8,65.4,106.7
247,469408.5335,516744.9574,34.8,39.4,50.8,65.4,106.7
248,465298.7033,420276.7388,34.8,39.4,50.8,65.4,106.7
249,453849.3072,425670.281,34.8,39.4,50.8,65.4,106.7
250,459923.4303,433638.7939,34.8,39.4,50.8,65.4,106.7
251,514356.8149,440946.9996,34.8,39.4,50.8,65.4,106.7
252,500941.9373,450704.8566,34.8,39.4,50.8,65.4,106.7
253,488023.2386,434854.9657,34.8,39.4,50.8,65.4,106.7
254,370264.5035,589554.5865,34.8,39.4,50.8,65.4,106.7
255,431761.6414,548783.3494,34.8,39.4,50.8,65.4,106.7
256,404827.0051,535192.3658,34.8,39.4,50.8,65.4,106.7
257,390949.0417,556973.5287,34.8,39.4,50.8,65.4,106.7
258,374669.0456,555470.6742,34.8,39.4,50.8,65.4,106.7
259,387459.45,575912.1409,34.8,39.4,50.8,65.4,106.7
260,384263.2581,596017.2578,34.8,39.4,50.8,65.4,106.7
261,446329.5442,515264.582,34.8,39.4,50.8,65.4,106.7
262,435396.3485,509896.9073,34.8,39.4,50.8,65.4,106.7
263,453167.638,507611.6398,34.8,39.4,50.8,65.4,106.7
264,430889.4758,525989.6016,34.8,39.4,50.8,65.4,106.7
265,416450.0979,544534.8358,34.8,39.4,50.8,65.4,106.7
266,444465.6957,537397.3078,34.8,39.4,50.8,65.4,106.7
267,450427.2238,519863.4338,34.8,39.4,50.8,65.4,106.7
268,439261.1596,522652.044,34.8,39.4,50.8,65.4,106.7
269,412837.9806,448917.0519,34.8,39.4,50.8,65.4,106.7
270,436851.6398,478000.294,34.8,39.4,50.8,65.4,106.7
271,445532.5316,486702.8385,34.8,39.4,50.8,65.4,106.7
272,465109.5162,475966.7611,34.8,39.4,50.8,65.4,106.7
273,442418.628,472095.3994,34.8,39.4,50.8,65.4,106.7
274,434538.3738,465557.4754,34.8,39.4,50.8,65.4,106.7
275,479307.757,484180.4932,34.8,39.4,50.8,65.4,106.7
276,493275.8635,484380.3634,34.8,39.4,50.8,65.4,106.7
277,404208.1372,485350.6143,34.8,39.4,50.8,65.4,106.7
278,437594.3973,496629.9509,34.8,39.4,50.8,65.4,106.7
279,433079.525,486480.2586,34.8,39.4,50.8,65.4,106.7
280,405709.7899,460069.9142,34.8,39.4,50.8,65.4,106.7
281,473813.3573,492230.2063,34.8,39.4,50.8,65.4,106.7
282,466944.0523,492367.1113,34.8,39.4,50.8,65.4,106.7
283,458146.2038,489708.446,34.8,39.4,50.8,65.4,106.7
284,422821.4155,471673.7942,34.8,39.4,50.8,65.4,106.7
285,461244.8046,446388.1226,34.8,39.4,50.8,65.4,106.7
286,443073.7042,440925.8903,34.8,39.4,50.8,65.4,106.7
287,462936.1507,462757.0608,34.8,39.4,50.8,65.4,106.7
288,455292.9468,453893.4983,34.8,39.4,50.8,65.4,106.7
289,470715.3757,435702.426,34.8,39.4,50.8,65.4,106.7
290,474976.9664,462731.7073,34.8,39.4,50.8,65.4,106.7
291,480195.9084,449670.6453,34.8,39.4,50.8,65.4,106.7
292,451540.1761,440588.5618,34.8,39.4,50.8,65.4,106.7
293,424804.163,461165.8275,34.8,39.4,50.8,65.4,106.7
294,446248.2137,461571.584,34.8,39.4,50.8,65.4,106.7
295,452764.9165,469785.48,34.8,39.4,50.8,65.4,106.7
296,418827.941,452603.5003,34.8,39.4,50.8,65.4,106.7
297,409343.8957,442793.5404,34.8,39.4,50.8,65.4,106.7
298,413565.4348,420282.8529,34.8,39.4,50.8,65.4,106.7
299,434423.557,445509.9388,34.8,39.4,50.8,65.4,106.7
300,464549.1713,344770.5004,34.8,39.4,50.8,65.4,106.7
301,473182.4947,337015.3525,34.8,39.4,50.8,65.4,106.7
302,452254.8537,335502.6786,34.8,39.4,50.8,65.4,106.7
303,454624.2838,347687.4336,34.8,39.4,50.8,65.4,106.7
304,444770.24,395977.8067,34.8,39.4,50.8,65.4,106.7
305,435185.8454,406181.1465,34.8,39.4,50.8,65.4,106.7
306,428239.7772,393065.8349,34.8,39.4,50.8,65.4,106.7
307,440824.4713,375515.0484,34.8,39.4,50.8,65.4,106.7
308,475875.9035,316094.4915,34.8,39.4,50.8,65.4,106.7
309,457000.7785,297593.8158,34.8,39.4,50.8,65.4,106.7
310,423806.0142,320360.4943,34.8,39.4,50.8,65.4,106.7
311,411865.5688,346530.7054,34.8,39.4,50.8,65.4,106.7
312,446129.6684,345320.3007,34.8,39.4,50.8,65.4,106.7
313,452671.7494,317469.2763,34.8,39.4,50.8,65.4,106.7
314,436076.0976,326446.9743,34.8,39.4,50.8,65.4,106.7
315,434395.6471,342836.5413,34.8,39.4,50.8,65.4,106.7
316,485124.2001,415917.2111,34.8,39.4,50.8,65.4,106.7
317,480151.5831,411190.5875,34.8,39.4,50.8,65.4,106.7
318,487828.359,408204.3046,34.8,39.4,50.8,65.4,106.7
319,421936.5583,490004.4605,34.8,39.4,50.8,65.4,106.7
320,406738.8792,500965.0471,34.8,39.4,50.8,65.4,106.7
321,399713.6379,465810.694,34.8,39.4,50.8,65.4,106.7
322,390944.4573,475317.2411,34.8,39.4,50.8,65.4,106.7
323,461132.766,377662.6712,34.8,39.4,50.8,65.4,106.7
324,479203.9602,371802.8386,34.8,39.4,50.8,65.4,106.7
325,453903.0838,401400.686,34.8,39.4,50.8,65.4,106.7
326,450302.7877,409022.2643,34.8,39.4,50.8,65.4,106.7
327,464774.4753,411754.3497,34.8,39.4,50.8,65.4,106.7
328,465398.0436,400735.1963,34.8,39.4,50.8,65.4,106.7
329,490106.0245,397759.8835,34.8,39.4,50.8,65.4,106.7
330,482389.4698,397504.2782,34.8,39.4,50.8,65.4,106.7
331,515063.6392,412264.1406,34.8,39.4,50.8,65.4,106.7
332,527716.6194,395254.1511,34.8,39.4,50.8,65.4,106.7
333,540113.7918,391945.0648,34.8,39.4,50.8,65.4,106.7
334,539256.8182,381869.9159,34.8,39.4,50.8,65.4,106.7
335,403670.3742,291944.9127,34.8,39.4,50.8,65.4,106.7
336,412801.1381,282641.0279,34.8,39.4,50.8,65.4,106.7
337,490904.4166,420219.5366,34.8,39.4,50.8,65.4,106.7
338,502954.6814,400053.5485,34.8,39.4,50.8,65.4,106.7
339,545183.0494,349504.0402,34.8,39.4,50.8,65.4,106.7
340,536344.9494,344018.2967,34.8,39.4,50.8,65.4,106.7
341,516322.6462,337945.056,34.8,39.4,50.8,65.4,106.7
342,526595.0592,362147.6,34.8,39.4,50.8,65.4,106.7
343,550650.228,379962.2545,34.8,39.4,50.8,65.4,106.7
344,548890.8612,371351.2719,34.8,39.4,50.8,65.4,106.7
345,542964.5759,361874.2789,34.8,39.4,50.8,65.4,106.7
346,415918.278,309305.704,34.8,39.4,50.8,65.4,106.7
347,430235.2378,312636.1751,34.8,39.4,50.8,65.4,106.7
348,403786.1036,318506.0957,34.8,39.4,50.8,65.4,106.7
349,402917.9772,331999.8041,34.8,39.4,50.8,65.4,106.7
350,428849.3109,359048.6705,34.8,39.4,50.8,65.4,106.7
351,438686.1215,358472.9963,34.8,39.4,50.8,65.4,106.7
352,412895.6494,318136.7189,34.8,39.4,50.8,65.4,106.7
353,388994.6343,318480.6627,34.8,39.4,50.8,65.4,106.7
354,391103.9699,341830.9337,34.8,39.4,50.8,65.4,106.7
355,419434.5357,279045.8122,34.8,39.4,50.8,65.4,106.7
356,414718.061,370726.3169,34.8,39.4,50.8,65.4,106.7
357,419179.756,383187.0663,34.8,39.4,50.8,65.4,106.7
358,435606.5053,299892.2004,34.8,39.4,50.8,65.4,106.7
359,417775.1902,297976.9179,34.8,39.4,50.8,65.4,106.7
360,271541.0289,264354.4946,34.8,39.4,50.8,65.4,106.7
361,234116.4616,254514.0847,34.8,39.4,50.8,65.4,106.7
362,254881.8255,258676.0956,34.8,39.4,50.8,65.4,106.7
363,255872.8543,267436.6334,34.8,39.4,50.8,65.4,106.7
364,234638.7377,242617.338,34.8,39.4,50.8,65.4,106.7
365,243907.995,242815.1919,34.8,39.4,50.8,65.4,106.7
366,252387.06,246825.5977,34.8,39.4,50.8,65.4,106.7
367,263638.7864,252840.3007,34.8,39.4,50.8,65.4,106.7
368,282528.1032,305720.0001,34.8,39.4,50.8,65.4,106.7
369,262463.8938,298542.4389,34.8,39.4,50.8,65.4,106.7
370,265955.1617,306953.9364,34.8,39.4,50.8,65.4,106.7
371,261532.704,310795.5833,34.8,39.4,50.8,65.4,106.7
372,270743.6474,274562.9224,34.8,39.4,50.8,65.4,106.7
373,273845.9811,283105.5525,34.8,39.4,50.8,65.4,106.7
374,266296.3695,288892.2417,34.8,39.4,50.8,65.4,106.7
375,241424.9135,228706.7427,34.8,39.4,50.8,65.4,106.7
376,260956.0259,224929.4401,34.8,39.4,50.8,65.4,106.7
377,260091.5199,237644.5722,34.8,39.4,50.8,65.4,106.7
378,275575.0395,225099.6474,34.8,39.4,50.8,65.4,106.7
379,262388.1684,208512.7923,34.8,39.4,50.8,65.4,106.7
380,246553.2208,207946.2154,34.8,39.4,50.8,65.4,106.7
381,240899.7476,218353.875,34.8,39.4,50.8,65.4,106.7
382,247659.2068,221811.9075,34.8,39.4,50.8,65.4,106.7
383,201770.2874,219787.1277,34.8,39.4,50.8,65.4,106.7
384,184605.7312,229832.9863,34.8,39.4,50.8,65.4,106.7
385,220401.4612,244402.568,34.8,39.4,50.8,65.4,106.7
